StopID,Name,Shortname,Municipality,Zone,X,Y,RealTimeDatabaseID
3010010,Oslo Sentralstasjon [tog],OS,OSL,1,598000,6642800,3
3010011,Jernbanetorget [T-bane],JER,OSL,1,597930,6642890,2
3010012,Jernbanetorget (B.Gunnerus gt),JERT,OSL,1,597900,6642936,1
3010013,Jernbanetorget (foran Oslo S),JERB,OSL,1,597864,6642854,1
3010014,Jernbanetorget (Prinsensg),JERP,OSL,1,597746,6642718,1
3010015,Jernbanetorget (Strandgata),JERS,OSL,1,597820,6642626,1
3010016,Oslo S (sjøside),OSS,OSL,1,597975,6642559,1
3010017,Dronningens gate (i Tollbugata),DROG,OSL,1,597599,6642687,1
3010020,Stortinget [T-bane],STT,OSL,1,597400,6643090,2
3010022,Wessels plass (i Nedre Vollgate),WPL,OSL,1,597234,6642883,1
3010023,Eidsvolls plass (i Stortingsgt),EP,OSL,1,597174,6643017,1
3010024,Eidsvolls plass (Rosenkrantz gt),EIP,OSL,1,597215,6643054,1
3010025,Kongens gate (i Tollbugata),KONG,OSL,1,597432,6642764,1
3010026,Kongens gate (i Prinsens gate),KOG,OSL,1,597505,6642824,1
3010030,Nationaltheatret [tog],NAT,OSL,1,596764,6643250,3
3010031,Nationaltheatret [T-bane],NT,OSL,1,596895,6643255,2
3010032,Nationaltheatret (i Stortingsgt),NA,OSL,1,596899,6643173,1
3010035,Slottsparken,SLOP,OSL,1,596608,6643239,1
3010036,Haakon VIIs gate,HVII,OSL,1,596787,6643121,1
3010038,Frederiks gate,FREG,OSL,1,596931,6643297,1
3010040,Klingenberg,KLIB,OSL,1,596864,6643018,1
3010042,Vestbanen (i Dronning Mauds gt),VB,OSL,1,596765,6642897,1
3010044,Rådhusbrygga [båt],RÅB,OSL,1,596825,6642760,0
3010045,Aker brygge (Vestbaneplassen),ABR,OSL,1,596741,6642764,1
3010046,Dokkveien (i Munkedamsveien),DOKV,OSL,1,596592,6642902,1
3010047,Vika (i Haakon VIIs gate),VIKA,OSL,1,596809,6643000,1
3010049,Aker brygge [båt],ABRY,OSL,1,596730,6642730,1
3010050,Stortorvet (ved Glasmagasinet),T,OSL,1,597595,6643011,1
3010052,Prof. Aschehougs plass,PAP,OSL,1,597355,6643184,1
3010053,Tinghuset,TIH,OSL,1,597365,6643262,1
3010054,Stortorvet (i Kirkegt),TK,OSL,1,597643,6642973,1
3010055,Tullinløkka,TULL,OSL,1,597136,6643423,1
3010056,St. Olavs plass (Pilestredet),STOP,OSL,1,597247,6643475,1
3010057,Holbergs plass,HBP,OSL,1,596976,6643638,1
3010059,SAS-hotellet (i Holbergs gt),SCAN,OSL,1,596930,6643608,0
3010062,Kirkeristen (i Storgata),KIR,OSL,1,597807,6643034,1
3010065,Brugata,BRUG,OSL,1,598033,6643187,1
3010066,Hammersborggata (ved Storgata),HAMG,OSL,1,597983,6643202,1
3010070,Vippetangen [båt],VIT,OSL,1,597375,6641800,0
3010071,Vippetangen (ved Fiskehallen),VT,OSL,1,597356,6641937,1
3010072,Akershusstranda,AKHS,OSL,1,597226,6642148,1
3010073,Bankplassen (i Kirkegata),BAP,OSL,1,597420,6642479,1
3010074,Bankplassen (i Kongens gate),BAPL,OSL,1,597356,6642568,1
3010075,Christiania torv,CHT,OSL,1,597278,6642796,1
3010077,Rådhusplassen (trikk),RÅP1,OSL,1,597071,6642761,1
3010082,Arne Garborgs pl (ved Akersgata),ARGP,OSL,1,597566,6643400,1
3010083,Keysers gate,KEYG,OSL,1,597518,6643453,0
3010090,Bryggetorget,BRT,OSL,1,596315,6642619,1
3010093,Vika Atrium,VAT,OSL,1,596440,6642770,1
3010095,Filipstad (fergeterminalen),FIL,OSL,1,595578,6642499,1
3010096,Filipstadveien (ved Banan-Mat),FILV,OSL,1,595808,6642448,1
3010105,Inkognitogata,IKG,OSL,1,596239,6643282,1
3010110,Solli,SO,OSL,1,596120,6643176,1
3010111,Skovveien,SKOV,OSL,1,595961,6643195,1
3010112,Lapsetorvet (i Frognerveien),LAT,OSL,1,596030,6643208,1
3010114,Niels Juels gate,NJG,OSL,1,595901,6643336,1
3010120,Skillebekk (på Drammensveien),SB,OSL,1,595659,6642939,1
3010122,Skarpsno,SKA,OSL,1,595198,6643092,1
3010123,Nobels gate,NOG,OSL,1,594969,6643454,1
3010125,Observatoriegata,OBSG,OSL,1,596162,6642954,1
3010126,Vikatorvet,VIKT,OSL,1,596416,6642961,1
3010131,Elisenberg (i Frognerveien),ELB,OSL,1,595534,6643678,1
3010132,Frogner kirke,FK,OSL,1,595465,6643475,1
3010133,Odins gate,ODG,OSL,1,595248,6643667,1
3010134,Lille Frogner alle,LIFA,OSL,1,595708,6643532,1
3010140,Olav Kyrres plass,OKP,OSL,1,594924,6643635,1
3010143,Karenslyst alle,KLYA,OSL,1,594403,6643522,1
3010144,Frognerkilen,FKIL,OSL,1,594321,6643356,1
3010146,Kongsgården,KSGÅ,OSL,1,594010,6642505,1
3010151,Huk,HUK,OSL,1,593659,6641294,1
3010152,Ro,RO,OSL,1,593739,6641562,1
3010153,Frimurerhjemmet,FRIH,OSL,1,593914,6641599,1
3010154,Bygdøhus,BYH,OSL,1,594085,6641625,1
3010155,Fredriksborg,FRB,OSL,1,594353,6641852,1
3010156,Vikingskipene,VIKS,OSL,1,594340,6641998,1
3010157,Folkemuseet,FM,OSL,1,594369,6642294,1
3010160,Dronningen [båt],DRO,OSL,1,594850,6642310,0
3010161,Bygdøynes [båt],BYN1,OSL,1,595130,6641950,0
3010162,Bygdøynes (ved KonTiki-museet),BYN2,OSL,1,594980,6641854,1
3010163,Herbernveien,HERV,OSL,1,594803,6641702,1
3010164,Langvik,LAV,OSL,1,594402,6641664,1
3010170,Hovedøya,HOØ,OSL,1,596850,6641430,0
3010171,Lindøya vest,LIØV,OSL,1,595490,6640390,0
3010172,Nakholmen,NAKH,OSL,1,594920,6640495,0
3010174,Bleikøya,BLEI,OSL,1,597100,6640320,0
3010175,Gressholmen,GREH,OSL,1,596530,6640030,0
3010176,Lindøya øst,LIØØ,OSL,1,596220,6640560,0
3010200,Majorstuen [T-bane],MJ,OSL,1,595831,6644886,2
3010201,Majorstuen (i Kirkeveien),MAJK,OSL,1,595919,6644765,1
3010202,Majorstuen (i Sørkedalsveien),MAJS,OSL,1,595782,6644811,1
3010203,Majorstuen (i Valkyriegata),MAJV,OSL,1,595888,6644851,1
3010211,Welhavens gate,WG,OSL,1,596700,6643905,1
3010212,Homansbyen (i Hegdehaugsveien),HBY,OSL,1,596516,6644065,1
3010213,Homansbyen (i Josefines gate),HOBY,OSL,1,596566,6644162,1
3010215,Rosenborg,ROB,OSL,1,596335,6644322,1
3010217,Schultz gate,SG,OSL,1,596157,6644533,1
3010220,Frogner plass,FP,OSL,1,595308,6643976,1
3010221,Vigelandsparken,VIGE,OSL,1,595499,6644257,1
3010222,Frogner stadion,FST,OSL,1,595725,6644542,1
3010230,Briskeby,BY,OSL,1,596050,6643757,1
3010231,Uranienborgveien (Holtegata),URAV,OSL,1,596361,6644225,1
3010232,Uranienborgveien (Josefines gt),URBV,OSL,1,596341,6643935,1
3010233,Riddervolds plass (Ridderv. gt),RIP,OSL,1,596177,6643635,1
3010234,Riddervolds plass (Skovveien),RIDP,OSL,1,596112,6643581,1
3010305,Frydenlund (midlertidig),FRYL,OSL,1,596815,6644020,1
3010306,Dalsbergstien (i Pilestredet),DALS,OSL,1,596800,6644161,1
3010307,Høyskolesenteret,HØYS,OSL,1,596889,6643873,1
3010311,Bislett (i Louises gate),BISL,OSL,1,596813,6644413,1
3010312,Bislett (i Thereses gt),BI,OSL,1,596762,6644420,1
3010313,Stensgata,STG,OSL,1,596860,6644827,1
3010314,Adamstuen,AD,OSL,1,596949,6645178,1
3010315,Sofies plass,SOP,OSL,1,596995,6644228,1
3010320,St. Hanshaugen (ved Markus krk),STH,OSL,1,597252,6644222,1
3010321,St. Hanshaugen (ved Bergstien),STHA,OSL,1,597366,6644269,1
3010323,Stensberggata,STBG,OSL,1,597344,6644041,1
3010324,Nordahl Bruns gate,NOBG,OSL,1,597486,6643697,1
3010326,Colletts gate,COLG,OSL,1,597190,6644555,1
3010330,Alexander Kiellands plass,AKP,OSL,1,597777,6644722,1
3010331,Telthusbakken,TELT,OSL,1,597857,6644295,1
3010332,Falck Ytters plass,FYP,OSL,1,597530,6644439,1
3010333,Evald Ryghs gate,ERG,OSL,1,597747,6644987,1
3010335,Lovisenberg,LOV,OSL,1,597401,6644986,1
3010336,Tannlegehøyskolen,TANN,OSL,1,597362,6645217,1
3010340,Ullevål sykehus (i Kirkeveien),USYK,OSL,1,596998,6645552,1
3010341,Ullevål sykehus (i Sognsveien),USY,OSL,1,596784,6645575,1
3010342,Vestre Aker kirke (øst f.kryss),VAKI,OSL,1,596683,6645424,1
3010343,Vestre Aker kirke (vest f.kryss),VAK,OSL,1,596561,6645407,1
3010344,Marienlyst,MA,OSL,1,596355,6645129,1
3010345,Lindern,LIND,OSL,1,597443,6645404,1
3010346,Fayes gate,FAYG,OSL,1,597380,6645480,1
3010350,John Colletts plass,JCP,OSL,1,596627,6646032,1
3010352,Ullevålsalleen,UA,OSL,1,596680,6645764,1
3010360,Blindern [T-bane],BLI,OSL,1,595877,6645977,2
3010363,Halvor Blinderens plass,HBLP,OSL,1,596303,6645697,1
3010365,Universitetet Blindern,UBL,OSL,1,596366,6646215,1
3010370,Forskningsparken [T-bane],FOP,OSL,1,596132,6646383,2
3010371,Forskningsparken [trikk],FOPT,OSL,1,596143,6646406,1
3010373,Eventyrveien (i Sognsvn),EVV,OSL,1,596723,6646475,1
3010375,Domus Athletica,DA,OSL,1,596190,6646805,1
3010401,Kingos gate,KING,OSL,1,597874,6644745,1
3010402,Lofotgata,LOFG,OSL,1,597944,6644916,1
3010404,Søren Jaabæks gate,SØJG,OSL,1,598077,6645203,1
3010405,Arkitekt Rivertz plass (Uel. gt),ARP,OSL,1,597777,6645391,1
3010406,Arkitekt Rivertz plass (Gri. gt),ARPL,OSL,1,597788,6645393,1
3010407,Vøyenbrua,VØYB,OSL,1,598278,6645243,1
3010410,Sagene (i Kierschowsgt),S,OSL,1,597850,6645756,1
3010412,Sagene (i Uelands gt),SA,OSL,1,597785,6645799,1
3010415,Voldsløkka,VLØ,OSL,1,597787,6646083,1
3010420,Bjølsen (i Bergensgata),BJ,OSL,1,598311,6646318,1
3010421,Moldegata,MOG,OSL,1,598231,6646416,1
3010423,Advokat Dehlis plass,ADP,OSL,1,598298,6645938,1
3010425,Arendalsgata,ADG,OSL,1,598263,6645750,1
3010427,Badebakken,BAB,OSL,1,598333,6646677,1
3010428,Kristoffer Aamots bro,KAAB,OSL,1,598559,6646805,1
3010430,Torshov (ved Vogts gate),TH,OSL,1,598619,6645500,1
3010434,Vogts gate,VOG,OSL,1,598539,6645119,1
3010435,Lilleborg kirke,LILK,OSL,1,598758,6645057,1
3010436,Torshovparken,THP,OSL,1,598854,6645298,1
3010437,Sæveruds plass,SÆP,OSL,1,599150,6645523,1
3010440,Sandaker senter,SAKS,OSL,1,598840,6645949,1
3010441,Nordpolen skole,NOSK,OSL,1,599062,6646062,1
3010442,Haarklous plass,HAAP,OSL,1,599129,6645806,1
3010443,Grefsenveien,GV,OSL,1,599078,6646362,1
3010445,Sandaker (i Sandakerveien),SAK,OSL,1,598910,6646258,1
3010446,Lillo gård,LILG,OSL,1,598999,6646595,1
3010447,Nycoveien,NYCV,OSL,1,598995,6646837,1
3010448,Kristoffer Aamots gate,KAAG,OSL,1,598861,6646823,1
3010449,Treschows bru,TRES,OSL,1,598860,6646194,1
3010450,Brochmanns gate,BROG,OSL,1,598463,6646093,1
3010452,Sagenehjemmet,SAHJ,OSL,1,598498,6646211,1
3010453,Bjølsendumpa,BJDU,OSL,1,598607,6646460,1
3010465,Storo senter,STSE,OSL,1,599198,6646735,1
3010467,Oskar Braatens plass,OBP,OSL,1,598459,6645386,1
3010510,Hausmanns gate,HAG,OSL,1,598261,6643399,1
3010511,Nybrua,NBR,OSL,1,598371,6643687,1
3010512,Schous plass,SP,OSL,1,598357,6643896,1
3010513,Olaf Ryes plass,ORP,OSL,1,598346,6644151,1
3010514,Calmeyers gate,CAG,OSL,1,598169,6643460,1
3010515,Jakob kirke,JAK,OSL,1,598047,6643595,1
3010516,Møllerveien,MØV,OSL,1,597916,6643863,1
3010519,Birkelunden (i Toftes gt),BILU,OSL,1,598436,6644583,1
3010520,Birkelunden [trikk],BLU,OSL,1,598387,6644612,1
3010521,Sannergata,SANG,OSL,1,598335,6644742,1
3010522,Christies gate,CHG,OSL,1,598548,6644779,1
3010523,Fagerheimgata,FAG,OSL,1,598727,6644789,1
3010524,Dælenenga,DÆL,OSL,1,598705,6644664,1
3010525,Københavngata,KØG,OSL,1,598897,6644845,1
3010527,Biermanns gate,BIEG,OSL,1,598429,6644975,1
3010531,Heimdalsgata,HDG,OSL,1,598454,6643634,1
3010532,Lakkegata skole,LAKS,OSL,1,598865,6643893,1
3010533,Sofienberg (i Trondheimsvn),SOFB,OSL,1,599041,6644154,1
3010536,Helgesens gate,HG,OSL,1,599243,6644019,1
3010600,Tøyen [T-bane],TØY,OSL,1,599290,6643320,2
3010601,Tøyen (i Kjølberggata),TØYN,OSL,1,599360,6643240,1
3010602,Tøyen skole,TØYS,OSL,1,599157,6643277,1
3010604,Sigurds gate,SIGT,OSL,1,599289,6643080,1
3010605,Munchmuseet,MUNC,OSL,1,599296,6643483,1
3010610,Grønland [T-bane],GRØ,OSL,1,598430,6643010,2
3010613,Tøyengata,TØYG,OSL,1,598672,6642968,1
3010614,Norbygata,NORG,OSL,1,598686,6643033,1
3010615,Tøyenkirken,TØYK,OSL,1,598922,6643242,1
3010617,Bussterminalen Grønland,BUSG,OSL,1,598382,6642823,1
3010619,Oslo Bussterminal,OBUS,OSL,1,598384,6642874,1
3010620,St. Halvards plass,STHP,OSL,1,598878,6642275,1
3010621,Ladegården,LAG,OSL,1,598628,6642307,1
3010622,Dyvekes bro,DYB,OSL,1,598943,6642201,1
3010624,Oslo gate,OG,OSL,1,598957,6642527,1
3010625,Munkegata,MUG,OSL,1,598876,6642520,1
3010626,Politihuset,POL,OSL,1,598863,6642734,1
3010627,Harald Hårdrådes plass,HHP,OSL,1,599143,6642442,1
3010630,Oslo Hospital,OH,OSL,1,598867,6641951,1
3010640,Galgeberg (i Jordalgata),GA,OSL,1,599545,6642522,1
3010641,Galgeberg (i Strømsveien),GAB,OSL,1,599666,6642490,1
3010642,Vålerenga,VÅL,OSL,1,599950,6642608,1
3010643,Etterstadgata,ETTG,OSL,1,600162,6642739,1
3010646,Kjølberggata,KJØG,OSL,1,599394,6642828,1
3010647,St. Halvardshjemmet,STHH,OSL,1,599260,6642311,1
3010648,Kværnerbyen,KVBY,OSL,1,599840,6642132,1
3010650,Kværner,KV,OSL,1,600067,6641847,1
3010652,Lodalen,LOD,OSL,1,599449,6641986,1
3010656,Eirik Raudes vei,ERV,OSL,1,600471,6641901,1
3010661,Brinken,BRI,OSL,1,599475,6642907,1
3010662,Kampen kirke,KAMK,OSL,1,599602,6642969,1
3010663,Kampen,KAM,OSL,1,599531,6642940,1
3010664,Norderhovgata,NOHG,OSL,1,599491,6643112,1
3010665,Kampens park,KAP,OSL,1,599612,6643244,1
3010710,Sjømannsskolen [trikk],SJØ,OSL,1,598424,6641332,1
3010713,Kongshavn,KOH,OSL,1,598402,6640936,1
3010720,Jomfrubråten [trikk],JOM,OSL,1,599086,6640317,1
3010722,Ekeberghallen,EHL,OSL,1,599642,6640624,1
3010723,Ekeberg Camping,EC,OSL,1,599354,6641367,1
3010724,Brannfjellveien,BFV,OSL,1,599216,6641640,1
3010725,Utsikten,UTS,OSL,1,599544,6641657,1
3010726,Simensbrekka,SIMB,OSL,1,599696,6641719,1
3010727,Ryenbergveien,RYBV,OSL,1,599926,6641731,1
3010730,Sportsplassen [trikk],SPP,OSL,1,599286,6640053,1
3010732,Bekkelagsveien,BKLV,OSL,1,599001,6639885,1
3010733,Nedre Bekkelaget (vestsiden),NEDB,OSL,1,599195,6639547,1
3010734,Nedre Bekkelaget (østsiden),NBKL,OSL,1,599275,6639460,1
3010735,Ulvøybrua,ULVB,OSL,1,599610,6638642,1
3010736,Ulvøya,ULVØ,OSL,1,599284,6638301,1
3010740,Holtet [trikk],HT,OSL,1,599813,6639643,1
3010741,Holtet (i Ekebergveien),HOLT,OSL,1,600030,6639511,1
3010742,Åsliveien,ÅSV,OSL,1,600224,6639365,1
3010743,Holtet [morgenbuss],HTST,OSL,1,599796,6639617,1
3010745,Bekkelagshjemmet,BEKH,OSL,1,599897,6640017,1
3010746,Brannfjell skole,BFSK,OSL,1,599773,6640311,1
3010751,Malmøya,MALM,OSL,1,598429,6638610,1
3010752,Malmøysundet,MALS,OSL,1,598527,6638762,1
3010753,Kirkebakken,KIRB,OSL,1,598755,6639179,1
3010754,Mailand,MAIL,OSL,1,598814,6639373,1
3010755,Ormsundbakken,OSB,OSL,1,599082,6639562,1
3010760,Simensbråten,SIB,OSL,1,599981,6641113,1
3010761,Lyngveien,LYNV,OSL,1,600289,6641346,1
3010762,Benveien,BENV,OSL,1,600568,6641343,1
3010763,Oluf Onsums vei,OOV,OSL,1,600804,6641158,1
3010766,Ekeberg hageby,EH,OSL,1,599661,6641328,1
3010771,Karlsrud (i Raschs vei),KARU,OSL,1,600823,6639387,1
3010773,Skogholtveien,SKHV,OSL,1,600555,6639394,1
3010781,Brattlikollen T [buss],BRAK,OSL,1,600744,6640126,1
3010810,Nordstrand [tog],NORS,OSL,1,599970,6637645,3
3010813,Nordstrand bad,NORB,OSL,1,599866,6637895,1
3010815,Vølund,VØL,OSL,1,599999,6637226,1
3010820,Ljan [tog],LJA,OSL,1,599986,6636420,3
3010821,Katten,KATT,OSL,1,599959,6636650,1
3010822,Ljansbakken,LJBK,OSL,1,599817,6636153,1
3010823,Gladvollveien,GLVV,OSL,1,599657,6635839,1
3010824,Fiskevollen,FIV,OSL,1,599665,6635035,1
3010825,Siksakveien,SSAV,OSL,1,600016,6636588,1
3010830,Sørli [trikk],SØL,OSL,1,600050,6638830,1
3010831,Sørli [buss],SØRL,OSL,1,600174,6638907,1
3010840,Kastellet [trikk],KAS,OSL,1,600243,6638407,1
3010841,Kastellet [buss],KAST,OSL,1,600291,6638323,1
3010843,Nordseter gård,NOSG,OSL,1,600527,6638399,1
3010844,Nordsetergrenda,NOGR,OSL,1,600652,6638443,1
3010846,Ringshusveien,RHUV,OSL,1,600835,6638575,1
3010850,Bråten [trikk],BRÅ,OSL,1,600372,6637977,1
3010851,Skovheim,SKOH,OSL,1,600579,6637771,1
3010852,Bråten [buss],BRÅT,OSL,1,600448,6637955,1
3010855,Nordstrandhallen,NH,OSL,1,601323,6637670,1
3010856,Freidigveien,FRV,OSL,1,601315,6637852,1
3010857,Bakkerudveien,BAKV,OSL,1,601227,6638219,1
3010860,Sæter [trikk],SÆT,OSL,1,600727,6637374,1
3010861,Sæter (i Nordstrandvn),SÆTN,OSL,1,600973,6637276,1
3010862,Munkerud,MUR,OSL,1,601416,6637243,1
3010863,P. A. Holms vei,PAHV,OSL,1,601666,6637336,1
3010864,Munkerudkleiva,MURK,OSL,1,601932,6637386,1
3010865,Øgården,ØG,OSL,1,602124,6637453,1
3010866,Leirskallen,LEIR,OSL,1,602341,6637491,1
3010867,Sæter (i Ekebergvn),SÆTER,OSL,1,600807,6637355,1
3010870,Ljabru [trikk],LJ,OSL,1,600884,6636474,1
3010871,Ljabru [buss],LJAB,OSL,1,600929,6636498,1
3010872,Knud Øyens vei,KØV,OSL,1,600799,6636223,1
3010876,Nordstrand kirke,NORK,OSL,1,600908,6636957,1
3010880,Ingiers vei,INGV,OSL,1,600212,6635985,1
3010885,Kronveien,KROV,OSL,1,600765,6636078,1
3010895,Maikollen,MAI,OSL,1,602191,6637058,1
3010896,Granebakken,GRAB,OSL,1,602230,6636913,1
3010897,Olasrudveien,OLAV,OSL,1,602389,6636398,1
3010905,Hvervenbukta,HVB,OSL,1,599475,6634299,1
3010909,Skillebekk (gml Mossevei),SKIBE,OSL,1,599364,6633173,1
3010910,Hauketo [tog],HTO,OSL,1,601030,6635710,3
3010911,Hauketo stasjon [buss],HTOS,OSL,1,601043,6635654,1
3010912,Asperudveien,ASPV,OSL,1,601000,6635430,1
3010913,Sveavegen,SVEV,OSL,1,601168,6634984,1
3010914,Lerdal,LERD,OSL,1,601251,6634676,1
3010915,Ljabru hovedgård,LJH,OSL,1,601040,6636001,1
3010916,Nebbejordet,NEBJ,OSL,1,601600,6635319,1
3010917,Asperudåsen,ASÅS,OSL,1,600830,6635005,1
3010918,Asperudtoppen,ASTO,OSL,1,600915,6634819,1
3010919,Lerdalstoppen,LETO,OSL,1,600940,6634595,1
3010920,Holmlia [tog],HO,OSL,1,600725,6634378,3
3010921,Holmlia stasjon [buss],HOS,OSL,1,600713,6634395,1
3010922,Skovbakken syd (i Ravnåsveien),SKBS,OSL,1,600576,6634676,1
3010923,Ravnkroken,RAKR,OSL,1,600320,6634621,1
3010924,Ravnåsen,RAÅ,OSL,1,600154,6634721,1
3010925,Sloreåsen,SLOÅ,OSL,1,600584,6635202,1
3010926,Skovbakken nord (i Hallagervn),SKOB,OSL,1,600588,6634996,1
3010927,Hallagerbakken,HALB,OSL,1,600524,6635098,1
3010928,Liakollveien,LIKV,OSL,1,600760,6634360,1
3010929,Krummedike,KRUM,OSL,1,600860,6633552,1
3010930,Rosenholm [tog],ROH,OSL,1,600790,6633110,3
3010931,Rosenholm stasjon [buss],ROHS,OSL,1,600694,6633061,1
3010932,Nordåsveien,NÅSV,OSL,1,600570,6633839,1
3010933,Rosenholmveien,ROHV,OSL,1,600509,6633839,1
3010934,Åstun,ÅST,OSL,1,600257,6633917,1
3010935,Vestskrenten,VSKR,OSL,1,599880,6633778,1
3010936,Grensestien,GSTI,OSL,1,599769,6633547,1
3010937,Åsbråten,ÅSB,OSL,1,599934,6633418,1
3010940,Prinsdal,PRD,OSL,1,601310,6634326,1
3010941,Prinsdalsbakken,PRDB,OSL,1,601402,6633756,1
3010942,Trygve Strømbergs vei,TSTV,OSL,1,601440,6633393,1
3010943,Berglyveien,BLYV,OSL,1,601270,6633730,1
3010944,Høgåsveien,HØGV,OSL,1,601107,6633918,1
3010945,Toppåsveien,TOPV,OSL,1,601132,6633644,1
3010946,Nordbråtan,NBRÅ,OSL,1,601181,6633295,1
3010947,Liakollen,LIK,OSL,1,600863,6633774,1
3010950,Mortensrud [T-bane],MOR,OSL,1,602509,6636045,2
3010951,Mortensrud T [buss],MORT,OSL,1,602476,6636072,1
3010952,Gamle bygdevei,GBV,OSL,1,602515,6636108,1
3010953,Lofsrudhøgda,LHØ,OSL,1,602447,6635800,1
3010954,Brunas vei,BRUV,OSL,1,602528,6635486,1
3010955,Blakkens vei,BLAV,OSL,1,602632,6635224,1
3010956,Oredalen,ORED,OSL,1,602486,6635017,1
3010957,Bjørnerud,BJR,OSL,1,601935,6635433,1
3010959,Lofsrud  (på E6),LOF,OSL,1,602952,6635514,1
3010960,Mortensrudkrysset (øst for E6),MO,OSL,1,602868,6636090,1
3010961,Mortensrudkrysset (Mortensrudvn),MORK,OSL,1,602682,6636165,1
3010962,Dalsåsen (under E6),DALÅ,OSL,1,602856,6636119,1
3010963,Stenbråten,STEN,OSL,1,602229,6636058,1
3010964,Kantarellen legesenter,KATL,OSL,1,601769,6635960,1
3010965,Kantarellen terrasse,KATE,OSL,1,601670,6635973,1
3010966,Kantarellen,KANT,OSL,1,601572,6636102,1
3010967,Tangen (i Mortensrudvn),TANG,OSL,1,601432,6635839,1
3010969,Bjørnholt nedre,BJHN,OSL,1,602857,6634613,1
3010970,Bjørnholt øvre,BJHØ,OSL,1,602810,6634622,1
3010972,Nyjordet,NYJ,OSL,1,602993,6633971,1
3010973,Bjørndal senter,BJDS,OSL,1,602912,6633458,1
3010974,Meklenborg,MEKL,OSL,1,602921,6633233,1
3010975,Bjørndal,BJD,OSL,1,603157,6632946,1
3010976,Langteigåsen,LTÅ,OSL,1,603184,6632570,1
3010977,Bjørnholt skole,BJHS,OSL,1,603020,6634400,1
3010978,Søndre Dal,SDAL,OSL,1,602924,6636262,1
3010979,Nordre Dal,NDAL,OSL,1,603032,6636555,1
3010980,Lille Dal,LDAL,OSL,1,603109,6636754,1
3010981,Klemetsrud skole,KLSK,OSL,1,603346,6634388,1
3010982,Sørliveien,SØLV,OSL,1,603243,6634533,1
3010983,Maurtuveien,MAUV,OSL,1,603794,6634190,1
3010984,Godheim,GM,OSL,1,604253,6634260,1
3010985,Store Stensrud,STST,OSL,1,604637,6633790,1
3010986,Hanåveien,HANV,OSL,1,604984,6633272,1
3010987,Lille Stensrud,LST,OSL,1,605241,6632836,1
3010990,Sværsvann bru,SVÆB,OSL,2S,605981,6632621,1
3010991,Sværsvann,SVÆ,OSL,2S,605841,6632690,1
3010992,Engersbråten,ENGB,OSL,2S,605572,6632214,1
3010993,Dalssvingen,DALI,OSL,1,602932,6636208,1
3010994,Dalsroa,DALR,OSL,1,603111,6635943,1
3010995,Brenna,BREN,OSL,1,603225,6635743,1
3010996,Bratli,BRAT,OSL,1,603313,6635511,1
3010997,Pasop,PAS,OSL,1,603446,6635295,1
3011001,Karlsrud T [buss],KART,OSL,1,601069,6639391,1
3011009,Lambertseter (C. Thoresens vei),LAMB,OSL,1,601446,6638768,1
3011011,Lambertseter T [buss],LAMT,OSL,1,601352,6638707,1
3011012,Lambertseter senter,LAMS,OSL,1,601485,6638625,1
3011013,Gina Krogs vei,GIKV,OSL,1,601669,6638919,1
3011014,Søndre Hellerud,SHEL,OSL,1,601109,6638491,1
3011015,Lambertseterveien,LAMV,OSL,1,601164,6638511,1
3011016,Mylskerudveien,MYLV,OSL,1,601065,6638868,1
3011017,Karlsrudveien,KARV,OSL,1,600930,6639273,1
3011021,Munkelia T [buss],MUNT,OSL,1,601538,6638126,1
3011025,Langbølgen,LABØ,OSL,1,601617,6637811,1
3011031,Bergkrystallen T [buss],BKRT,OSL,1,602000,6637921,1
3011032,Blåfjellet,BLÅF,OSL,1,601623,6638286,1
3011033,Mellombølgen,MELB,OSL,1,601645,6638315,1
3011034,Glimmerveien,GLIV,OSL,1,601929,6638371,1
3011035,Feltspatveien,FSPV,OSL,1,601933,6638670,1
3011036,Marmorveien,MARV,OSL,1,601980,6638831,1
3011037,Nylænde,NYLÆ,OSL,1,601859,6638969,1
3011109,Vilbergveien,VIBV,OSL,1,603330,6640850,1
3011110,Ulsrud [T-bane],ULS,OSL,1,603498,6640550,2
3011111,Ulsrud T [buss],ULST,OSL,1,603476,6640566,1
3011112,Østbyveien,ØBV,OSL,1,603154,6640460,1
3011113,Jøranstien,JØRS,OSL,1,602835,6640446,1
3011115,Østmarkveien,ØMV,OSL,1,603803,6640880,1
3011116,Olav Nygards veg,ONV,OSL,1,603652,6640461,1
3011120,Bøler [T-bane],BØL,OSL,1,603265,6639950,2
3011121,Bøler T [buss],BØLT,OSL,1,603205,6639881,1
3011122,Bølerskrenten,BØLS,OSL,1,603225,6639809,1
3011126,Bøler eldresenter,BØLE,OSL,1,603320,6639872,1
3011127,Martin Linges vei,MLV,OSL,1,602969,6639540,1
3011130,Bogerud [T-bane],BOG,OSL,1,603112,6639006,2
3011131,Bogerud T [buss],BOGT,OSL,1,603123,6638940,1
